Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000015144,ENSPANT00000016486,ANKRD54,ankyrin repeat domain 54 [Source:NCBI gene (formerly Entrezgene);Acc:101024719],ANKRD54,ENSG00000100124
ENSPANG00000015247,ENSPANT00000025270,,,,
ENSPANG00000015276,ENSPANT00000004599,,,,
ENSPANG00000015583,ENSPANT00000005716,,,,
ENSPANG00000015692,ENSPANT00000011421,,,MZT2A,ENSG00000173272
ENSPANG00000015692,ENSPANT00000011421,,,MZT2B,ENSG00000152082
ENSPANG00000015692,ENSPANT00000057907,,,MZT2A,ENSG00000173272
ENSPANG00000015692,ENSPANT00000057907,,,MZT2B,ENSG00000152082
ENSPANG00000015776,ENSPANT00000027595,,RNA binding motif protein 27 [Source:NCBI gene (formerly Entrezgene);Acc:101020442],AC091959.1,ENSG00000275740
ENSPANG00000015776,ENSPANT00000027595,,RNA binding motif protein 27 [Source:NCBI gene (formerly Entrezgene);Acc:101020442],RBM27,ENSG00000091009
ENSPANG00000015776,ENSPANT00000035592,,RNA binding motif protein 27 [Source:NCBI gene (formerly Entrezgene);Acc:101020442],AC091959.1,ENSG00000275740
ENSPANG00000015776,ENSPANT00000035592,,RNA binding motif protein 27 [Source:NCBI gene (formerly Entrezgene);Acc:101020442],RBM27,ENSG00000091009
ENSPANG00000015822,ENSPANT00000032423,MORF4L1,mortality factor 4 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004799],MORF4L1,ENSG00000185787
ENSPANG00000015822,ENSPANT00000002137,MORF4L1,mortality factor 4 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004799],MORF4L1,ENSG00000185787
ENSPANG00000015822,ENSPANT00000040681,MORF4L1,mortality factor 4 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004799],MORF4L1,ENSG00000185787
ENSPANG00000015859,ENSPANT00000017218,COX19,cytochrome c oxidase assembly protein COX19 [Source:NCBI gene (formerly Entrezgene);Acc:101000687],COX19,ENSG00000240230
ENSPANG00000016009,ENSPANT00000003530,,ubiquitin like 7 [Source:NCBI gene (formerly Entrezgene);Acc:100998854],UBL7,ENSG00000138629
ENSPANG00000016256,ENSPANT00000024484,THSD4,thrombospondin type 1 domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101005509],THSD4,ENSG00000187720
ENSPANG00000016266,ENSPANT00000026587,,metallothionein-1 [Source:NCBI gene (formerly Entrezgene);Acc:101023741],,
ENSPANG00000016271,ENSPANT00000024847,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101017965],ALG1,ENSG00000033011
ENSPANG00000016271,ENSPANT00000046443,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101017965],ALG1,ENSG00000033011
ENSPANG00000016271,ENSPANT00000037122,ALG1,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101017965],ALG1,ENSG00000033011
ENSPANG00000016358,ENSPANT00000009974,,transmembrane protein 219 [Source:NCBI gene (formerly Entrezgene);Acc:101003168],TMEM219,ENSG00000149932
ENSPANG00000016381,ENSPANT00000048733,MAZ,MYC associated zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:100997702],MAZ,ENSG00000103495
ENSPANG00000016381,ENSPANT00000009976,MAZ,MYC associated zinc finger protein [Source:NCBI gene (formerly Entrezgene);Acc:100997702],MAZ,ENSG00000103495
ENSPANG00000016527,ENSPANT00000031365,ZNF48,zinc finger protein 48 [Source:NCBI gene (formerly Entrezgene);Acc:101024109],ZNF48,ENSG00000180035
ENSPANG00000016527,ENSPANT00000002125,ZNF48,zinc finger protein 48 [Source:NCBI gene (formerly Entrezgene);Acc:101024109],ZNF48,ENSG00000180035
ENSPANG00000016572,ENSPANT00000002999,,,,
ENSPANG00000016595,ENSPANT00000011891,PRSS41,serine protease 41 [Source:NCBI gene (formerly Entrezgene);Acc:101007910],PRSS41,ENSG00000215148
ENSPANG00000016598,ENSPANT00000028773,GCAT,glycine C-acetyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101023308],GCAT,ENSG00000100116
ENSPANG00000016598,ENSPANT00000052488,GCAT,glycine C-acetyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:101023308],GCAT,ENSG00000100116
ENSPANG00000016931,ENSPANT00000007974,,,,
ENSPANG00000017187,ENSPANT00000013739,,,,
ENSPANG00000017187,ENSPANT00000054413,,,,
ENSPANG00000017627,ENSPANT00000026307,USP8,uncharacterized LOC101025498 [Source:NCBI gene (formerly Entrezgene);Acc:101025498],USP8,ENSG00000138592
ENSPANG00000017627,ENSPANT00000022790,USP8,uncharacterized LOC101025498 [Source:NCBI gene (formerly Entrezgene);Acc:101025498],USP8,ENSG00000138592
ENSPANG00000017627,ENSPANT00000054223,USP8,uncharacterized LOC101025498 [Source:NCBI gene (formerly Entrezgene);Acc:101025498],USP8,ENSG00000138592
ENSPANG00000017650,ENSPANT00000045744,C6orf136,chromosome 6 C6orf136 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101026411],C6orf136,ENSG00000204564
ENSPANG00000017650,ENSPANT00000005602,C6orf136,chromosome 6 C6orf136 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101026411],C6orf136,ENSG00000204564
ENSPANG00000017650,ENSPANT00000056546,C6orf136,chromosome 6 C6orf136 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101026411],C6orf136,ENSG00000204564
ENSPANG00000017692,ENSPANT00000008250,PAICS,phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:NCBI gene (formerly Entrezgene);Acc:101011883],PAICS,ENSG00000128050
ENSPANG00000017981,ENSPANT00000020899,,killer cell lectin-like receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:101013367],,
ENSPANG00000017987,ENSPANT00000001734,,NEDD4 binding protein 2 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101021347],N4BP2L2,ENSG00000244754
ENSPANG00000017987,ENSPANT00000053124,,NEDD4 binding protein 2 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101021347],N4BP2L2,ENSG00000244754
ENSPANG00000017987,ENSPANT00000059179,,NEDD4 binding protein 2 like 2 [Source:NCBI gene (formerly Entrezgene);Acc:101021347],N4BP2L2,ENSG00000244754
ENSPANG00000018017,ENSPANT00000021324,HSP90B1,heat shock protein 90 beta family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015403],HSP90B1,ENSG00000166598
ENSPANG00000018017,ENSPANT00000048742,HSP90B1,heat shock protein 90 beta family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015403],HSP90B1,ENSG00000166598
ENSPANG00000018017,ENSPANT00000049997,HSP90B1,heat shock protein 90 beta family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015403],HSP90B1,ENSG00000166598
ENSPANG00000018017,ENSPANT00000051852,HSP90B1,heat shock protein 90 beta family member 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015403],HSP90B1,ENSG00000166598
ENSPANG00000018031,ENSPANT00000046072,RPL22,ribosomal protein L22 [Source:NCBI gene (formerly Entrezgene);Acc:101008059],RPL22,ENSG00000116251
ENSPANG00000018031,ENSPANT00000057136,RPL22,ribosomal protein L22 [Source:NCBI gene (formerly Entrezgene);Acc:101008059],RPL22,ENSG00000116251
ENSPANG00000018031,ENSPANT00000009352,RPL22,ribosomal protein L22 [Source:NCBI gene (formerly Entrezgene);Acc:101008059],RPL22,ENSG00000116251
ENSPANG00000018078,ENSPANT00000022600,TMEM181,transmembrane protein 181 [Source:NCBI gene (formerly Entrezgene);Acc:101022430],TMEM181,ENSG00000146433
ENSPANG00000018285,ENSPANT00000018015,,,CCNC,ENSG00000112237
ENSPANG00000018285,ENSPANT00000051494,,,CCNC,ENSG00000112237
ENSPANG00000018370,ENSPANT00000017899,,protein SEC13 homolog pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:101003661],SEC13,ENSG00000157020
ENSPANG00000018448,ENSPANT00000054426,RBMX,RNA binding motif protein X-linked [Source:NCBI gene (formerly Entrezgene);Acc:101011666],RBMX,ENSG00000147274
ENSPANG00000018448,ENSPANT00000008915,RBMX,RNA binding motif protein X-linked [Source:NCBI gene (formerly Entrezgene);Acc:101011666],RBMX,ENSG00000147274
ENSPANG00000018448,ENSPANT00000036351,RBMX,RNA binding motif protein X-linked [Source:NCBI gene (formerly Entrezgene);Acc:101011666],RBMX,ENSG00000147274
ENSPANG00000018448,ENSPANT00000039283,RBMX,RNA binding motif protein X-linked [Source:NCBI gene (formerly Entrezgene);Acc:101011666],RBMX,ENSG00000147274
ENSPANG00000018504,ENSPANT00000008604,FTL,ferritin light chain [Source:HGNC Symbol;Acc:HGNC:3999],FTL,ENSG00000087086
ENSPANG00000018658,ENSPANT00000015793,THAP7,THAP domain containing 7 [Source:NCBI gene (formerly Entrezgene);Acc:101005642],THAP7,ENSG00000184436
ENSPANG00000018713,ENSPANT00000018341,MYO18B,myosin XVIIIB [Source:NCBI gene (formerly Entrezgene);Acc:101005765],MYO18B,ENSG00000133454
ENSPANG00000018758,ENSPANT00000018069,,,NDUFA3,ENSG00000170906
ENSPANG00000018851,ENSPANT00000007390,RTF1,"RTF1 homolog, Paf1/RNA polymerase II complex component [Source:NCBI gene (formerly Entrezgene);Acc:101026091]",RTF1,ENSG00000137815
ENSPANG00000018859,ENSPANT00000013116,,,ATP5PO,ENSG00000241837
ENSPANG00000018859,ENSPANT00000013116,,,AP000311.1,ENSG00000249209
ENSPANG00000018870,ENSPANT00000011908,BIRC3,baculoviral IAP repeat containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:100997299],BIRC3,ENSG00000023445
ENSPANG00000019007,ENSPANT00000012266,NUDC,"nuclear distribution C, dynein complex regulator [Source:NCBI gene (formerly Entrezgene);Acc:101023318]",NUDC,ENSG00000090273
ENSPANG00000019007,ENSPANT00000037453,NUDC,"nuclear distribution C, dynein complex regulator [Source:NCBI gene (formerly Entrezgene);Acc:101023318]",NUDC,ENSG00000090273
ENSPANG00000019007,ENSPANT00000047935,NUDC,"nuclear distribution C, dynein complex regulator [Source:NCBI gene (formerly Entrezgene);Acc:101023318]",NUDC,ENSG00000090273
ENSPANG00000019011,ENSPANT00000026572,ATAD3A,ATPase family AAA domain containing 3A [Source:NCBI gene (formerly Entrezgene);Acc:101019339],ATAD3A,ENSG00000197785
ENSPANG00000019083,ENSPANT00000028372,,BTG anti-proliferation factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019448],BTG1,ENSG00000133639
ENSPANG00000019332,ENSPANT00000055745,SLC25A10,solute carrier family 25 member 10 [Source:NCBI gene (formerly Entrezgene);Acc:101001273],SLC25A10,ENSG00000183048
ENSPANG00000019332,ENSPANT00000012442,SLC25A10,solute carrier family 25 member 10 [Source:NCBI gene (formerly Entrezgene);Acc:101001273],SLC25A10,ENSG00000183048
ENSPANG00000019347,ENSPANT00000036493,TNK2,tyrosine kinase non receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100999644],TNK2,ENSG00000061938
ENSPANG00000019347,ENSPANT00000011411,TNK2,tyrosine kinase non receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100999644],TNK2,ENSG00000061938
ENSPANG00000019347,ENSPANT00000055320,TNK2,tyrosine kinase non receptor 2 [Source:NCBI gene (formerly Entrezgene);Acc:100999644],TNK2,ENSG00000061938
ENSPANG00000019578,ENSPANT00000007935,,fasciculation and elongation protein zeta 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005197],FEZ2,ENSG00000171055
ENSPANG00000019578,ENSPANT00000032845,,fasciculation and elongation protein zeta 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005197],FEZ2,ENSG00000171055
ENSPANG00000019578,ENSPANT00000048412,,fasciculation and elongation protein zeta 2 [Source:NCBI gene (formerly Entrezgene);Acc:101005197],FEZ2,ENSG00000171055
ENSPANG00000019735,ENSPANT00000010888,GOLGA3,golgin A3 [Source:NCBI gene (formerly Entrezgene);Acc:101016962],GOLGA3,ENSG00000090615
ENSPANG00000019735,ENSPANT00000058120,GOLGA3,golgin A3 [Source:NCBI gene (formerly Entrezgene);Acc:101016962],GOLGA3,ENSG00000090615
ENSPANG00000019736,ENSPANT00000027913,FBRSL1,fibrosin like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015865],FBRSL1,ENSG00000112787
ENSPANG00000019736,ENSPANT00000041205,FBRSL1,fibrosin like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015865],FBRSL1,ENSG00000112787
ENSPANG00000019968,ENSPANT00000008905,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016720],CMPK1,ENSG00000162368
ENSPANG00000019968,ENSPANT00000055140,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016720],CMPK1,ENSG00000162368
ENSPANG00000019968,ENSPANT00000046460,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016720],CMPK1,ENSG00000162368
ENSPANG00000019968,ENSPANT00000032640,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016720],CMPK1,ENSG00000162368
ENSPANG00000019968,ENSPANT00000037056,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016720],CMPK1,ENSG00000162368
ENSPANG00000020180,ENSPANT00000055382,HTT,huntingtin [Source:NCBI gene (formerly Entrezgene);Acc:101000758],HTT,ENSG00000197386
ENSPANG00000020180,ENSPANT00000048392,HTT,huntingtin [Source:NCBI gene (formerly Entrezgene);Acc:101000758],HTT,ENSG00000197386
ENSPANG00000020180,ENSPANT00000007147,HTT,huntingtin [Source:NCBI gene (formerly Entrezgene);Acc:101000758],HTT,ENSG00000197386
ENSPANG00000020367,ENSPANT00000022652,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],AL136295.1,ENSG00000254692
ENSPANG00000020367,ENSPANT00000022652,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],TM9SF1,ENSG00000100926
ENSPANG00000020367,ENSPANT00000022652,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],AL136295.4,ENSG00000259522
ENSPANG00000020367,ENSPANT00000039063,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],AL136295.1,ENSG00000254692
ENSPANG00000020367,ENSPANT00000039063,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],TM9SF1,ENSG00000100926
ENSPANG00000020367,ENSPANT00000039063,,charged multivesicular body protein 4A [Source:NCBI gene (formerly Entrezgene);Acc:103875482],AL136295.4,ENSG00000259522
ENSPANG00000020451,ENSPANT00000046874,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000006470,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000056248,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000036996,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000050005,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000040571,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000053728,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000054877,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020451,ENSPANT00000059484,CLN3,"CLN3 lysosomal/endosomal transmembrane protein, battenin [Source:NCBI gene (formerly Entrezgene);Acc:101004676]",CLN3,ENSG00000188603
ENSPANG00000020477,ENSPANT00000022344,TACC2,transforming acidic coiled-coil containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004120],TACC2,ENSG00000138162
ENSPANG00000020477,ENSPANT00000042134,TACC2,transforming acidic coiled-coil containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004120],TACC2,ENSG00000138162
ENSPANG00000020477,ENSPANT00000046841,TACC2,transforming acidic coiled-coil containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004120],TACC2,ENSG00000138162
ENSPANG00000020477,ENSPANT00000036086,TACC2,transforming acidic coiled-coil containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004120],TACC2,ENSG00000138162
ENSPANG00000020477,ENSPANT00000003544,TACC2,transforming acidic coiled-coil containing protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101004120],TACC2,ENSG00000138162
ENSPANG00000020595,ENSPANT00000055466,FAM107A,family with sequence similarity 107 member A [Source:NCBI gene (formerly Entrezgene);Acc:101009822],FAM107A,ENSG00000168309
ENSPANG00000020595,ENSPANT00000009750,FAM107A,family with sequence similarity 107 member A [Source:NCBI gene (formerly Entrezgene);Acc:101009822],FAM107A,ENSG00000168309
ENSPANG00000020603,ENSPANT00000022260,,guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 [Source:NCBI gene (formerly Entrezgene);Acc:101000991],GNG5,ENSG00000174021
ENSPANG00000020623,ENSPANT00000036363,,karyopherin subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:101023358],KPNA2,ENSG00000182481
ENSPANG00000020623,ENSPANT00000016379,,karyopherin subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:101023358],KPNA2,ENSG00000182481
ENSPANG00000020629,ENSPANT00000007385,NPEPL1,aminopeptidase like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011115],NPEPL1,ENSG00000215440
ENSPANG00000020629,ENSPANT00000031480,NPEPL1,aminopeptidase like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011115],NPEPL1,ENSG00000215440
ENSPANG00000020635,ENSPANT00000016393,,regulator of telomere elongation helicase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006334],RTEL1,ENSG00000258366
ENSPANG00000020635,ENSPANT00000016393,,regulator of telomere elongation helicase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006334],RTEL1-TNFRSF6B,ENSG00000026036
ENSPANG00000020635,ENSPANT00000055095,,regulator of telomere elongation helicase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006334],RTEL1,ENSG00000258366
ENSPANG00000020635,ENSPANT00000055095,,regulator of telomere elongation helicase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101006334],RTEL1-TNFRSF6B,ENSG00000026036
ENSPANG00000020762,ENSPANT00000007282,,AFG3-like protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101025855],,
ENSPANG00000020847,ENSPANT00000057802,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],AL020996.2,ENSG00000255054
ENSPANG00000020847,ENSPANT00000057802,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],SELENON,ENSG00000162430
ENSPANG00000020847,ENSPANT00000022545,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],AL020996.2,ENSG00000255054
ENSPANG00000020847,ENSPANT00000022545,,selenoprotein N [Source:NCBI gene (formerly Entrezgene);Acc:101004721],SELENON,ENSG00000162430
ENSPANG00000020872,ENSPANT00000001002,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000020872,ENSPANT00000037673,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000020872,ENSPANT00000050102,COL18A1,collagen type XVIII alpha 1 chain [Source:NCBI gene (formerly Entrezgene);Acc:101009951],COL18A1,ENSG00000182871
ENSPANG00000020881,ENSPANT00000023351,,,,
ENSPANG00000020892,ENSPANT00000023652,CHAMP1,chromosome alignment maintaining phosphoprotein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101001985],CHAMP1,ENSG00000198824
ENSPANG00000020940,ENSPANT00000013409,,zinc finger protein 781 [Source:NCBI gene (formerly Entrezgene);Acc:101016178],,
ENSPANG00000020993,ENSPANT00000002662,,5'-nucleotidase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011491],NT5DC2,ENSG00000168268
ENSPANG00000020993,ENSPANT00000050517,,5'-nucleotidase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011491],NT5DC2,ENSG00000168268
ENSPANG00000020993,ENSPANT00000033809,,5'-nucleotidase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101011491],NT5DC2,ENSG00000168268
ENSPANG00000020996,ENSPANT00000013124,PPIG,peptidylprolyl isomerase G [Source:NCBI gene (formerly Entrezgene);Acc:101011584],PPIG,ENSG00000138398
ENSPANG00000020996,ENSPANT00000013128,PPIG,peptidylprolyl isomerase G [Source:NCBI gene (formerly Entrezgene);Acc:101011584],PPIG,ENSG00000138398
ENSPANG00000020996,ENSPANT00000033898,PPIG,peptidylprolyl isomerase G [Source:NCBI gene (formerly Entrezgene);Acc:101011584],PPIG,ENSG00000138398
ENSPANG00000021028,ENSPANT00000019177,,triosephosphate isomerase 1 [Source:NCBI gene (formerly Entrezgene);Acc:100998431],TPI1,ENSG00000111669
ENSPANG00000021151,ENSPANT00000022694,,eukaryotic translation initiation factor 3 subunit C [Source:NCBI gene (formerly Entrezgene);Acc:101003499],EIF3C,ENSG00000184110
ENSPANG00000021151,ENSPANT00000022694,,eukaryotic translation initiation factor 3 subunit C [Source:NCBI gene (formerly Entrezgene);Acc:101003499],EIF3CL,ENSG00000205609
ENSPANG00000021151,ENSPANT00000050702,,eukaryotic translation initiation factor 3 subunit C [Source:NCBI gene (formerly Entrezgene);Acc:101003499],EIF3C,ENSG00000184110
ENSPANG00000021151,ENSPANT00000050702,,eukaryotic translation initiation factor 3 subunit C [Source:NCBI gene (formerly Entrezgene);Acc:101003499],EIF3CL,ENSG00000205609
ENSPANG00000021239,ENSPANT00000023074,,amidohydrolase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003975],AC093525.1,ENSG00000259784
ENSPANG00000021239,ENSPANT00000023074,,amidohydrolase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003975],AMDHD2,ENSG00000162066
ENSPANG00000021239,ENSPANT00000039883,,amidohydrolase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003975],AC093525.1,ENSG00000259784
ENSPANG00000021239,ENSPANT00000039883,,amidohydrolase domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003975],AMDHD2,ENSG00000162066
ENSPANG00000021264,ENSPANT00000005553,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:NCBI gene (formerly Entrezgene);Acc:101004112],LAPTM4B,ENSG00000104341
ENSPANG00000021264,ENSPANT00000046319,LAPTM4B,lysosomal protein transmembrane 4 beta [Source:NCBI gene (formerly Entrezgene);Acc:101004112],LAPTM4B,ENSG00000104341
ENSPANG00000021384,ENSPANT00000012341,,ribosomal protein L27 [Source:NCBI gene (formerly Entrezgene);Acc:101018776],,
ENSPANG00000021438,ENSPANT00000013458,IRAK2,interleukin 1 receptor associated kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101025226],IRAK2,ENSG00000134070
ENSPANG00000021628,ENSPANT00000024160,COG6,component of oligomeric golgi complex 6 [Source:NCBI gene (formerly Entrezgene);Acc:101016165],COG6,ENSG00000133103
ENSPANG00000021628,ENSPANT00000039510,COG6,component of oligomeric golgi complex 6 [Source:NCBI gene (formerly Entrezgene);Acc:101016165],COG6,ENSG00000133103
ENSPANG00000021628,ENSPANT00000057171,COG6,component of oligomeric golgi complex 6 [Source:NCBI gene (formerly Entrezgene);Acc:101016165],COG6,ENSG00000133103
ENSPANG00000021863,ENSPANT00000010191,PHF20L1,PHD finger protein 20 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011215],PHF20L1,ENSG00000129292
ENSPANG00000021863,ENSPANT00000040097,PHF20L1,PHD finger protein 20 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011215],PHF20L1,ENSG00000129292
ENSPANG00000021863,ENSPANT00000031193,PHF20L1,PHD finger protein 20 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011215],PHF20L1,ENSG00000129292
ENSPANG00000021863,ENSPANT00000053430,PHF20L1,PHD finger protein 20 like 1 [Source:NCBI gene (formerly Entrezgene);Acc:101011215],PHF20L1,ENSG00000129292
ENSPANG00000021864,ENSPANT00000008730,,golgin subfamily A member 6B-like [Source:NCBI gene (formerly Entrezgene);Acc:100997172],GOLGA6B,ENSG00000215186
ENSPANG00000021864,ENSPANT00000008730,,golgin subfamily A member 6B-like [Source:NCBI gene (formerly Entrezgene);Acc:100997172],GOLGA6D,ENSG00000140478
ENSPANG00000021864,ENSPANT00000008730,,golgin subfamily A member 6B-like [Source:NCBI gene (formerly Entrezgene);Acc:100997172],GOLGA6A,ENSG00000159289
ENSPANG00000021864,ENSPANT00000008730,,golgin subfamily A member 6B-like [Source:NCBI gene (formerly Entrezgene);Acc:100997172],GOLGA6C,ENSG00000167195
ENSPANG00000021917,ENSPANT00000007873,CAB39,calcium binding protein 39 [Source:NCBI gene (formerly Entrezgene);Acc:101018848],CAB39,ENSG00000135932
ENSPANG00000021978,ENSPANT00000004062,,ribosomal protein L19 [Source:NCBI gene (formerly Entrezgene);Acc:101000000],RPL19,ENSG00000108298
ENSPANG00000021990,ENSPANT00000057134,PRKG1,protein kinase cGMP-dependent 1 [Source:NCBI gene (formerly Entrezgene);Acc:101009449],PRKG1,ENSG00000185532
ENSPANG00000021990,ENSPANT00000004076,PRKG1,protein kinase cGMP-dependent 1 [Source:NCBI gene (formerly Entrezgene);Acc:101009449],PRKG1,ENSG00000185532
ENSPANG00000021990,ENSPANT00000004072,PRKG1,protein kinase cGMP-dependent 1 [Source:NCBI gene (formerly Entrezgene);Acc:101009449],PRKG1,ENSG00000185532
ENSPANG00000022022,ENSPANT00000003522,PCGF2,polycomb group ring finger 2 [Source:NCBI gene (formerly Entrezgene);Acc:101022994],PCGF2,ENSG00000277258
ENSPANG00000022200,ENSPANT00000002305,FBXO31,F-box protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:100998159],FBXO31,ENSG00000103264
ENSPANG00000022200,ENSPANT00000002306,FBXO31,F-box protein 31 [Source:NCBI gene (formerly Entrezgene);Acc:100998159],FBXO31,ENSG00000103264
ENSPANG00000022252,ENSPANT00000032717,TRIM37,tripartite motif containing 37 [Source:NCBI gene (formerly Entrezgene);Acc:101017695],TRIM37,ENSG00000108395
