Gene stable ID,Transcript stable ID,Gene name,Gene description,Human gene name,Human gene stable ID
ENSPANG00000025484,ENSPANT00000026719,DUSP3,dual specificity phosphatase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101012797],DUSP3,ENSG00000108861
ENSPANG00000023027,ENSPANT00000033645,ZNF207,zinc finger protein 207 [Source:NCBI gene (formerly Entrezgene);Acc:100998927],ZNF207,ENSG00000010244
ENSPANG00000023027,ENSPANT00000056460,ZNF207,zinc finger protein 207 [Source:NCBI gene (formerly Entrezgene);Acc:100998927],ZNF207,ENSG00000010244
ENSPANG00000023027,ENSPANT00000056691,ZNF207,zinc finger protein 207 [Source:NCBI gene (formerly Entrezgene);Acc:100998927],ZNF207,ENSG00000010244
ENSPANG00000023027,ENSPANT00000032888,ZNF207,zinc finger protein 207 [Source:NCBI gene (formerly Entrezgene);Acc:100998927],ZNF207,ENSG00000010244
ENSPANG00000023027,ENSPANT00000039721,ZNF207,zinc finger protein 207 [Source:NCBI gene (formerly Entrezgene);Acc:100998927],ZNF207,ENSG00000010244
ENSPANG00000025795,ENSPANT00000048347,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000021433,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000031902,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000047503,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000035583,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000040761,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000047120,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000051271,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000025795,ENSPANT00000041822,ELP4,elongator acetyltransferase complex subunit 4 [Source:NCBI gene (formerly Entrezgene);Acc:101026267],ELP4,ENSG00000109911
ENSPANG00000010161,ENSPANT00000006374,TNIP1,TNFAIP3 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019161],TNIP1,ENSG00000145901
ENSPANG00000010161,ENSPANT00000056545,TNIP1,TNFAIP3 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019161],TNIP1,ENSG00000145901
ENSPANG00000010161,ENSPANT00000006418,TNIP1,TNFAIP3 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019161],TNIP1,ENSG00000145901
ENSPANG00000010161,ENSPANT00000047470,TNIP1,TNFAIP3 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019161],TNIP1,ENSG00000145901
ENSPANG00000010161,ENSPANT00000035503,TNIP1,TNFAIP3 interacting protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101019161],TNIP1,ENSG00000145901
ENSPANG00000033042,ENSPANT00000056813,NMNAT1,nicotinamide nucleotide adenylyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004016],NMNAT1,ENSG00000173614
ENSPANG00000033042,ENSPANT00000033295,NMNAT1,nicotinamide nucleotide adenylyltransferase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101004016],NMNAT1,ENSG00000173614
ENSPANG00000022164,ENSPANT00000002519,APPBP2,amyloid beta precursor protein binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101014135],APPBP2,ENSG00000062725
ENSPANG00000022164,ENSPANT00000035864,APPBP2,amyloid beta precursor protein binding protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101014135],APPBP2,ENSG00000062725
ENSPANG00000025514,ENSPANT00000029129,GAS2,growth arrest specific 2 [Source:NCBI gene (formerly Entrezgene);Acc:101015888],GAS2,ENSG00000148935
ENSPANG00000025514,ENSPANT00000054858,GAS2,growth arrest specific 2 [Source:NCBI gene (formerly Entrezgene);Acc:101015888],GAS2,ENSG00000148935
ENSPANG00000008425,ENSPANT00000017087,PER2,period circadian regulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101001232],PER2,ENSG00000132326
ENSPANG00000008425,ENSPANT00000021981,PER2,period circadian regulator 2 [Source:NCBI gene (formerly Entrezgene);Acc:101001232],PER2,ENSG00000132326
ENSPANG00000010064,ENSPANT00000027141,CEP192,centrosomal protein 192 [Source:NCBI gene (formerly Entrezgene);Acc:101007774],CEP192,ENSG00000101639
ENSPANG00000010064,ENSPANT00000039650,CEP192,centrosomal protein 192 [Source:NCBI gene (formerly Entrezgene);Acc:101007774],CEP192,ENSG00000101639
ENSPANG00000000546,ENSPANT00000009114,NPAS2,neuronal PAS domain protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101025212],NPAS2,ENSG00000170485
ENSPANG00000000546,ENSPANT00000024844,NPAS2,neuronal PAS domain protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:101025212],NPAS2,ENSG00000170485
ENSPANG00000010987,ENSPANT00000013591,LTA4H,leukotriene A4 hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:101011580],LTA4H,ENSG00000111144
ENSPANG00000010987,ENSPANT00000043845,LTA4H,leukotriene A4 hydrolase [Source:NCBI gene (formerly Entrezgene);Acc:101011580],LTA4H,ENSG00000111144
ENSPANG00000019823,ENSPANT00000001999,CBX4,chromobox 4 [Source:NCBI gene (formerly Entrezgene);Acc:101016278],CBX4,ENSG00000141582
ENSPANG00000009709,ENSPANT00000011930,GTF3C6,general transcription factor IIIC subunit 6 [Source:NCBI gene (formerly Entrezgene);Acc:101007532],GTF3C6,ENSG00000155115
ENSPANG00000004701,ENSPANT00000015077,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016848]",PSMD1,ENSG00000173692
ENSPANG00000004701,ENSPANT00000010197,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016848]",PSMD1,ENSG00000173692
ENSPANG00000004701,ENSPANT00000039862,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016848]",PSMD1,ENSG00000173692
ENSPANG00000004701,ENSPANT00000050615,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016848]",PSMD1,ENSG00000173692
ENSPANG00000004701,ENSPANT00000039227,PSMD1,"proteasome 26S subunit, non-ATPase 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016848]",PSMD1,ENSG00000173692
ENSPANG00000025564,ENSPANT00000026861,FBXO10,F-box protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:101001501],FBXO10,ENSG00000147912
ENSPANG00000025564,ENSPANT00000053010,FBXO10,F-box protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:101001501],FBXO10,ENSG00000147912
ENSPANG00000007146,ENSPANT00000057629,PHF14,PHD finger protein 14 [Source:NCBI gene (formerly Entrezgene);Acc:101013174],PHF14,ENSG00000106443
ENSPANG00000007146,ENSPANT00000035085,PHF14,PHD finger protein 14 [Source:NCBI gene (formerly Entrezgene);Acc:101013174],PHF14,ENSG00000106443
ENSPANG00000007146,ENSPANT00000050068,PHF14,PHD finger protein 14 [Source:NCBI gene (formerly Entrezgene);Acc:101013174],PHF14,ENSG00000106443
ENSPANG00000007146,ENSPANT00000014604,PHF14,PHD finger protein 14 [Source:NCBI gene (formerly Entrezgene);Acc:101013174],PHF14,ENSG00000106443
ENSPANG00000007146,ENSPANT00000039688,PHF14,PHD finger protein 14 [Source:NCBI gene (formerly Entrezgene);Acc:101013174],PHF14,ENSG00000106443
ENSPANG00000017077,ENSPANT00000006280,CD82,CD82 molecule [Source:NCBI gene (formerly Entrezgene);Acc:101018523],CD82,ENSG00000085117
ENSPANG00000017077,ENSPANT00000044145,CD82,CD82 molecule [Source:NCBI gene (formerly Entrezgene);Acc:101018523],CD82,ENSG00000085117
ENSPANG00000016113,ENSPANT00000036612,UBE2A,ubiquitin conjugating enzyme E2 A [Source:NCBI gene (formerly Entrezgene);Acc:101003064],UBE2A,ENSG00000077721
ENSPANG00000016113,ENSPANT00000005461,UBE2A,ubiquitin conjugating enzyme E2 A [Source:NCBI gene (formerly Entrezgene);Acc:101003064],UBE2A,ENSG00000077721
ENSPANG00000016113,ENSPANT00000053287,UBE2A,ubiquitin conjugating enzyme E2 A [Source:NCBI gene (formerly Entrezgene);Acc:101003064],UBE2A,ENSG00000077721
ENSPANG00000016113,ENSPANT00000055519,UBE2A,ubiquitin conjugating enzyme E2 A [Source:NCBI gene (formerly Entrezgene);Acc:101003064],UBE2A,ENSG00000077721
ENSPANG00000023079,ENSPANT00000021730,MORC2,MORC family CW-type zinc finger 2 [Source:NCBI gene (formerly Entrezgene);Acc:101012396],MORC2,ENSG00000133422
ENSPANG00000023079,ENSPANT00000033307,MORC2,MORC family CW-type zinc finger 2 [Source:NCBI gene (formerly Entrezgene);Acc:101012396],MORC2,ENSG00000133422
ENSPANG00000010214,ENSPANT00000011041,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:81881],CYP51A1,ENSG00000001630
ENSPANG00000010214,ENSPANT00000032798,CYP51A1,cytochrome P450 family 51 subfamily A member 1 [Source:VGNC Symbol;Acc:VGNC:81881],CYP51A1,ENSG00000001630
ENSPANG00000022725,ENSPANT00000017744,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000022725,ENSPANT00000053325,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000022725,ENSPANT00000039425,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000022725,ENSPANT00000048931,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000022725,ENSPANT00000053405,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000022725,ENSPANT00000043155,UGGT2,UDP-glucose glycoprotein glucosyltransferase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101009287],UGGT2,ENSG00000102595
ENSPANG00000017454,ENSPANT00000012347,MAPK6,mitogen-activated protein kinase 6 [Source:NCBI gene (formerly Entrezgene);Acc:101003631],MAPK6,ENSG00000069956
ENSPANG00000019857,ENSPANT00000003679,USP36,ubiquitin specific peptidase 36 [Source:NCBI gene (formerly Entrezgene);Acc:101009736],USP36,ENSG00000055483
ENSPANG00000019857,ENSPANT00000003683,USP36,ubiquitin specific peptidase 36 [Source:NCBI gene (formerly Entrezgene);Acc:101009736],USP36,ENSG00000055483
ENSPANG00000019857,ENSPANT00000044265,USP36,ubiquitin specific peptidase 36 [Source:NCBI gene (formerly Entrezgene);Acc:101009736],USP36,ENSG00000055483
ENSPANG00000019344,ENSPANT00000009263,EXOSC8,exosome component 8 [Source:NCBI gene (formerly Entrezgene);Acc:101007068],EXOSC8,ENSG00000120699
ENSPANG00000004603,ENSPANT00000009392,RPAP3,RNA polymerase II associated protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101023784],RPAP3,ENSG00000005175
ENSPANG00000004603,ENSPANT00000037340,RPAP3,RNA polymerase II associated protein 3 [Source:NCBI gene (formerly Entrezgene);Acc:101023784],RPAP3,ENSG00000005175
ENSPANG00000007832,ENSPANT00000000431,MRPL1,mitochondrial ribosomal protein L1 [Source:NCBI gene (formerly Entrezgene);Acc:101001629],MRPL1,ENSG00000169288
ENSPANG00000024467,ENSPANT00000033277,METTL16,methyltransferase like 16 [Source:NCBI gene (formerly Entrezgene);Acc:101025110],METTL16,ENSG00000127804
ENSPANG00000024467,ENSPANT00000024088,METTL16,methyltransferase like 16 [Source:NCBI gene (formerly Entrezgene);Acc:101025110],METTL16,ENSG00000127804
ENSPANG00000000655,ENSPANT00000006482,TRIM39,tripartite motif containing 39 [Source:NCBI gene (formerly Entrezgene);Acc:101021948],TRIM39,ENSG00000204599
ENSPANG00000000655,ENSPANT00000041866,TRIM39,tripartite motif containing 39 [Source:NCBI gene (formerly Entrezgene);Acc:101021948],TRIM39,ENSG00000204599
ENSPANG00000000655,ENSPANT00000056370,TRIM39,tripartite motif containing 39 [Source:NCBI gene (formerly Entrezgene);Acc:101021948],TRIM39,ENSG00000204599
ENSPANG00000011317,ENSPANT00000010290,NLN,neurolysin [Source:NCBI gene (formerly Entrezgene);Acc:100998038],NLN,ENSG00000123213
ENSPANG00000011317,ENSPANT00000048420,NLN,neurolysin [Source:NCBI gene (formerly Entrezgene);Acc:100998038],NLN,ENSG00000123213
ENSPANG00000008847,ENSPANT00000056931,UPF1,UPF1 RNA helicase and ATPase [Source:NCBI gene (formerly Entrezgene);Acc:101025274],UPF1,ENSG00000005007
ENSPANG00000008847,ENSPANT00000008916,UPF1,UPF1 RNA helicase and ATPase [Source:NCBI gene (formerly Entrezgene);Acc:101025274],UPF1,ENSG00000005007
ENSPANG00000008847,ENSPANT00000059394,UPF1,UPF1 RNA helicase and ATPase [Source:NCBI gene (formerly Entrezgene);Acc:101025274],UPF1,ENSG00000005007
ENSPANG00000025590,ENSPANT00000026993,XPA,"XPA, DNA damage recognition and repair factor [Source:NCBI gene (formerly Entrezgene);Acc:101023341]",XPA,ENSG00000136936
ENSPANG00000019713,ENSPANT00000024593,TSACC,TSSK6 activating cochaperone [Source:NCBI gene (formerly Entrezgene);Acc:101004385],TSACC,ENSG00000163467
ENSPANG00000024714,ENSPANT00000056694,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100126673],CAPZA2,ENSG00000198898
ENSPANG00000024714,ENSPANT00000040419,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100126673],CAPZA2,ENSG00000198898
ENSPANG00000024714,ENSPANT00000025924,CAPZA2,capping actin protein of muscle Z-line subunit alpha 2 [Source:NCBI gene (formerly Entrezgene);Acc:100126673],CAPZA2,ENSG00000198898
ENSPANG00000015949,ENSPANT00000035755,SLC38A7,solute carrier family 38 member 7 [Source:NCBI gene (formerly Entrezgene);Acc:101017721],SLC38A7,ENSG00000103042
ENSPANG00000015949,ENSPANT00000028705,SLC38A7,solute carrier family 38 member 7 [Source:NCBI gene (formerly Entrezgene);Acc:101017721],SLC38A7,ENSG00000103042
ENSPANG00000007130,ENSPANT00000033398,STX12,syntaxin 12 [Source:NCBI gene (formerly Entrezgene);Acc:101002399],STX12,ENSG00000117758
ENSPANG00000007130,ENSPANT00000025981,STX12,syntaxin 12 [Source:NCBI gene (formerly Entrezgene);Acc:101002399],STX12,ENSG00000117758
ENSPANG00000000888,ENSPANT00000027033,OMA1,OMA1 zinc metallopeptidase [Source:NCBI gene (formerly Entrezgene);Acc:101009573],OMA1,ENSG00000162600
ENSPANG00000015343,ENSPANT00000011246,CDK18,cyclin dependent kinase 18 [Source:NCBI gene (formerly Entrezgene);Acc:101007026],CDK18,ENSG00000117266
ENSPANG00000011500,ENSPANT00000027062,EEF2K,eukaryotic elongation factor 2 kinase [Source:NCBI gene (formerly Entrezgene);Acc:100997223],EEF2K,ENSG00000103319
ENSPANG00000011500,ENSPANT00000035041,EEF2K,eukaryotic elongation factor 2 kinase [Source:NCBI gene (formerly Entrezgene);Acc:100997223],EEF2K,ENSG00000103319
ENSPANG00000023840,ENSPANT00000022977,PER1,period circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017574],PER1,ENSG00000179094
ENSPANG00000023840,ENSPANT00000045080,PER1,period circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017574],PER1,ENSG00000179094
ENSPANG00000023840,ENSPANT00000047838,PER1,period circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017574],PER1,ENSG00000179094
ENSPANG00000023840,ENSPANT00000039664,PER1,period circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017574],PER1,ENSG00000179094
ENSPANG00000023840,ENSPANT00000035164,PER1,period circadian regulator 1 [Source:NCBI gene (formerly Entrezgene);Acc:101017574],PER1,ENSG00000179094
ENSPANG00000013353,ENSPANT00000015709,TMIGD3,adenosine receptor A3 [Source:NCBI gene (formerly Entrezgene);Acc:101001693],TMIGD3,ENSG00000121933
ENSPANG00000013353,ENSPANT00000040439,TMIGD3,adenosine receptor A3 [Source:NCBI gene (formerly Entrezgene);Acc:101001693],TMIGD3,ENSG00000121933
ENSPANG00000013353,ENSPANT00000048102,TMIGD3,adenosine receptor A3 [Source:NCBI gene (formerly Entrezgene);Acc:101001693],TMIGD3,ENSG00000121933
ENSPANG00000013353,ENSPANT00000047059,TMIGD3,adenosine receptor A3 [Source:NCBI gene (formerly Entrezgene);Acc:101001693],TMIGD3,ENSG00000121933
ENSPANG00000023366,ENSPANT00000021604,OPTN,optineurin [Source:NCBI gene (formerly Entrezgene);Acc:101025763],OPTN,ENSG00000123240
ENSPANG00000023366,ENSPANT00000045816,OPTN,optineurin [Source:NCBI gene (formerly Entrezgene);Acc:101025763],OPTN,ENSG00000123240
ENSPANG00000023366,ENSPANT00000058537,OPTN,optineurin [Source:NCBI gene (formerly Entrezgene);Acc:101025763],OPTN,ENSG00000123240
ENSPANG00000017590,ENSPANT00000008064,TDP2,tyrosyl-DNA phosphodiesterase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003358],TDP2,ENSG00000111802
ENSPANG00000017590,ENSPANT00000059574,TDP2,tyrosyl-DNA phosphodiesterase 2 [Source:NCBI gene (formerly Entrezgene);Acc:101003358],TDP2,ENSG00000111802
ENSPANG00000024307,ENSPANT00000020270,SMOC1,SPARC related modular calcium binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015264],SMOC1,ENSG00000198732
ENSPANG00000024307,ENSPANT00000031268,SMOC1,SPARC related modular calcium binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015264],SMOC1,ENSG00000198732
ENSPANG00000024307,ENSPANT00000053585,SMOC1,SPARC related modular calcium binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015264],SMOC1,ENSG00000198732
ENSPANG00000024307,ENSPANT00000052981,SMOC1,SPARC related modular calcium binding 1 [Source:NCBI gene (formerly Entrezgene);Acc:101015264],SMOC1,ENSG00000198732
ENSPANG00000003911,ENSPANT00000055000,LRP10,LDL receptor related protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:101021499],LRP10,ENSG00000197324
ENSPANG00000003911,ENSPANT00000006713,LRP10,LDL receptor related protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:101021499],LRP10,ENSG00000197324
ENSPANG00000003911,ENSPANT00000032047,LRP10,LDL receptor related protein 10 [Source:NCBI gene (formerly Entrezgene);Acc:101021499],LRP10,ENSG00000197324
ENSPANG00000023083,ENSPANT00000037755,RNF135,ring finger protein 135 [Source:NCBI gene (formerly Entrezgene);Acc:100997777],RNF135,ENSG00000181481
ENSPANG00000023083,ENSPANT00000021032,RNF135,ring finger protein 135 [Source:NCBI gene (formerly Entrezgene);Acc:100997777],RNF135,ENSG00000181481
ENSPANG00000023083,ENSPANT00000054447,RNF135,ring finger protein 135 [Source:NCBI gene (formerly Entrezgene);Acc:100997777],RNF135,ENSG00000181481
ENSPANG00000023285,ENSPANT00000028324,SRD5A3,steroid 5 alpha-reductase 3 [Source:NCBI gene (formerly Entrezgene);Acc:101018670],SRD5A3,ENSG00000128039
ENSPANG00000022201,ENSPANT00000014340,C7orf26,chromosome 4 C7orf26 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101007049],C7orf26,ENSG00000146576
ENSPANG00000022201,ENSPANT00000046453,C7orf26,chromosome 4 C7orf26 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101007049],C7orf26,ENSG00000146576
ENSPANG00000019930,ENSPANT00000041879,SYMPK,symplekin [Source:NCBI gene (formerly Entrezgene);Acc:101004197],SYMPK,ENSG00000125755
ENSPANG00000019930,ENSPANT00000034313,SYMPK,symplekin [Source:NCBI gene (formerly Entrezgene);Acc:101004197],SYMPK,ENSG00000125755
ENSPANG00000019930,ENSPANT00000015447,SYMPK,symplekin [Source:NCBI gene (formerly Entrezgene);Acc:101004197],SYMPK,ENSG00000125755
ENSPANG00000019930,ENSPANT00000035380,SYMPK,symplekin [Source:NCBI gene (formerly Entrezgene);Acc:101004197],SYMPK,ENSG00000125755
ENSPANG00000019930,ENSPANT00000041996,SYMPK,symplekin [Source:NCBI gene (formerly Entrezgene);Acc:101004197],SYMPK,ENSG00000125755
ENSPANG00000023937,ENSPANT00000023129,CYB5D1,cytochrome b5 domain-containing protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012449],CYB5D1,ENSG00000182224
ENSPANG00000023937,ENSPANT00000050968,CYB5D1,cytochrome b5 domain-containing protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101012449],CYB5D1,ENSG00000182224
ENSPANG00000023530,ENSPANT00000044714,TNFAIP1,TNF alpha induced protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022184],TNFAIP1,ENSG00000109079
ENSPANG00000023530,ENSPANT00000021960,TNFAIP1,TNF alpha induced protein 1 [Source:NCBI gene (formerly Entrezgene);Acc:101022184],TNFAIP1,ENSG00000109079
ENSPANG00000017625,ENSPANT00000025918,GMPS,guanine monophosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:101007040],GMPS,ENSG00000163655
ENSPANG00000017625,ENSPANT00000057298,GMPS,guanine monophosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:101007040],GMPS,ENSG00000163655
ENSPANG00000017625,ENSPANT00000053740,GMPS,guanine monophosphate synthase [Source:NCBI gene (formerly Entrezgene);Acc:101007040],GMPS,ENSG00000163655
ENSPANG00000022981,ENSPANT00000020697,BAMBI,BMP and activin membrane bound inhibitor [Source:NCBI gene (formerly Entrezgene);Acc:101019322],BAMBI,ENSG00000095739
ENSPANG00000021460,ENSPANT00000011563,STAT5B,signal transducer and activator of transcription 5B [Source:NCBI gene (formerly Entrezgene);Acc:101000002],STAT5B,ENSG00000173757
ENSPANG00000021460,ENSPANT00000058464,STAT5B,signal transducer and activator of transcription 5B [Source:NCBI gene (formerly Entrezgene);Acc:101000002],STAT5B,ENSG00000173757
ENSPANG00000021460,ENSPANT00000031866,STAT5B,signal transducer and activator of transcription 5B [Source:NCBI gene (formerly Entrezgene);Acc:101000002],STAT5B,ENSG00000173757
ENSPANG00000008750,ENSPANT00000004610,CCR9,C-C motif chemokine receptor 9 [Source:NCBI gene (formerly Entrezgene);Acc:101010543],CCR9,ENSG00000173585
ENSPANG00000008750,ENSPANT00000038889,CCR9,C-C motif chemokine receptor 9 [Source:NCBI gene (formerly Entrezgene);Acc:101010543],CCR9,ENSG00000173585
ENSPANG00000021424,ENSPANT00000012145,PLEKHH3,"pleckstrin homology, MyTH4 and FERM domain containing H3 [Source:NCBI gene (formerly Entrezgene);Acc:101008114]",PLEKHH3,ENSG00000068137
ENSPANG00000009200,ENSPANT00000034500,GRAMD4,GRAM domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101017055],GRAMD4,ENSG00000075240
ENSPANG00000009200,ENSPANT00000022286,GRAMD4,GRAM domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101017055],GRAMD4,ENSG00000075240
ENSPANG00000009200,ENSPANT00000058655,GRAMD4,GRAM domain containing 4 [Source:NCBI gene (formerly Entrezgene);Acc:101017055],GRAMD4,ENSG00000075240
ENSPANG00000006047,ENSPANT00000008247,MPP4,membrane palmitoylated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101013854],MPP4,ENSG00000082126
ENSPANG00000006047,ENSPANT00000047374,MPP4,membrane palmitoylated protein 4 [Source:NCBI gene (formerly Entrezgene);Acc:101013854],MPP4,ENSG00000082126
ENSPANG00000014883,ENSPANT00000017412,KBTBD3,kelch repeat and BTB domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:101011961],KBTBD3,ENSG00000182359
ENSPANG00000014883,ENSPANT00000052692,KBTBD3,kelch repeat and BTB domain containing 3 [Source:NCBI gene (formerly Entrezgene);Acc:101011961],KBTBD3,ENSG00000182359
ENSPANG00000007193,ENSPANT00000013959,CSF1,colony stimulating factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016725],CSF1,ENSG00000184371
ENSPANG00000007193,ENSPANT00000054092,CSF1,colony stimulating factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016725],CSF1,ENSG00000184371
ENSPANG00000007193,ENSPANT00000042578,CSF1,colony stimulating factor 1 [Source:NCBI gene (formerly Entrezgene);Acc:101016725],CSF1,ENSG00000184371
ENSPANG00000006538,ENSPANT00000041090,ARNTL,aryl hydrocarbon receptor nuclear translocator like [Source:NCBI gene (formerly Entrezgene);Acc:101025568],ARNTL,ENSG00000133794
ENSPANG00000006538,ENSPANT00000049073,ARNTL,aryl hydrocarbon receptor nuclear translocator like [Source:NCBI gene (formerly Entrezgene);Acc:101025568],ARNTL,ENSG00000133794
ENSPANG00000006538,ENSPANT00000004548,ARNTL,aryl hydrocarbon receptor nuclear translocator like [Source:NCBI gene (formerly Entrezgene);Acc:101025568],ARNTL,ENSG00000133794
ENSPANG00000006538,ENSPANT00000040427,ARNTL,aryl hydrocarbon receptor nuclear translocator like [Source:NCBI gene (formerly Entrezgene);Acc:101025568],ARNTL,ENSG00000133794
ENSPANG00000018887,ENSPANT00000004734,TMEM169,transmembrane protein 169 [Source:NCBI gene (formerly Entrezgene);Acc:101006577],TMEM169,ENSG00000163449
ENSPANG00000025976,ENSPANT00000028371,C9orf78,chromosome 13 C9orf78 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101014486],C9orf78,ENSG00000136819
ENSPANG00000025976,ENSPANT00000058847,C9orf78,chromosome 13 C9orf78 homolog [Source:NCBI gene (formerly Entrezgene);Acc:101014486],C9orf78,ENSG00000136819
ENSPANG00000026112,ENSPANT00000028566,MRPS2,mitochondrial ribosomal protein S2 [Source:NCBI gene (formerly Entrezgene);Acc:101008459],MRPS2,ENSG00000122140
ENSPANG00000025681,ENSPANT00000027115,MSANTD3,Myb/SANT DNA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:23370],MSANTD3,ENSG00000066697
ENSPANG00000008684,ENSPANT00000046646,WDR24,WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852],WDR24,ENSG00000127580
ENSPANG00000008684,ENSPANT00000006815,WDR24,WD repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:20852],WDR24,ENSG00000127580
ENSPANG00000023189,ENSPANT00000021254,WDR97,WD repeat domain 97 [Source:NCBI gene (formerly Entrezgene);Acc:101021762],WDR97,ENSG00000179698
